setup,regime,n_trades,wr,expectancy,sharpe,pf,max_dd_pts,sample_flag,p_value
orb_dax,CALM,122,0.3442622950819672,18.84356893736224,3.5956320642325634,1.7608653075347331,-668.9571355502558,PRIMARY,0.006845715091148035
us_momentum,TREND,569,0.45518453427065025,3.284964403025567,0.790595927970153,1.1564045053191563,-2196.331235772559,PRIMARY,0.11766819528865356
us_momentum,CALM,457,0.4923413566739606,-0.8227773081344509,-0.2678852494255768,0.9627876105708711,-2550.602220213488,PRIMARY,0.6407733904827836
us_momentum,CRASH,182,0.5274725274725275,44.81747783955522,4.443683873348014,2.158599834668521,-4459.908291136155,PRIMARY,0.00010781999850496008
